Id,SalePrice
1461,113118.32
1462,162206.05
1463,177634.31
1464,187998.67
1465,177901.73
1466,178521.3
1467,171096.64
1468,167601.92
1469,192502.39
1470,110841.96
1471,181222.22
1472,84748.414
1473,83082.805
1474,143919.03
1475,101928.07
1476,302200.75
1477,243585.67
1478,280705.12
1479,273013.1
1480,322354.03
1481,284239.16
1482,217268.14
1483,185817.75
1484,180607.28
1485,187942.94
1486,202762.52
1487,275065.38
1488,232224.83
1489,203238.28
1490,227634.06
1491,200551.42
1492,101080.625
1493,195052.45
1494,260871.11
1495,260593.67
1496,223909.16
1497,183353.72
1498,158969.47
1499,160637.66
1500,159043.31
1501,176340.4
1502,148603.55
1503,245355.03
1504,233089.1
1505,225764.23
1506,201755.61
1507,225874.94
1508,196377.34
1509,158261.14
1510,154740.6
1511,150765.52
1512,174530.03
1513,131490.73
1514,168513.84
1515,189243.42
1516,143287.61
1517,171614.08
1518,141214.5
1519,208282.94
1520,134614.33
1521,131928.61
1522,183495.33
1523,105861.914
1524,94979.31
1525,108875.15
1526,96383.09
1527,110828.67
1528,125045.914
1529,143036.81
1530,194606.33
1531,150779.61
1532,101666.22
1533,162111.92
1534,114012.73
1535,153665.92
1536,98893.4
1537,80024.0
1538,156859.11
1539,185076.95
1540,123843.734
1541,133822.12
1542,129981.94
1543,178577.6
1544,82364.5
1545,98540.52
1546,132310.88
1547,126731.49
1548,116810.59
1549,111776.13
1550,135347.52
1551,110040.9
1552,156610.83
1553,148938.72
1554,108505.36
1555,180898.55
1556,104783.625
1557,95999.27
1558,82405.82
1559,102803.836
1560,143129.86
1561,143247.2
1562,134441.11
1563,106013.836
1564,160117.66
1565,137407.1
1566,229416.56
1567,70642.21
1568,224694.55
1569,131950.98
1570,129504.664
1571,107307.71
1572,135916.47
1573,216567.02
1574,119178.02
1575,209188.86
1576,227889.64
1577,192166.08
1578,139426.48
1579,149524.75
1580,187464.64
1581,155182.78
1582,130810.37
1583,267994.75
1584,229363.45
1585,148441.03
1586,55374.695
1587,83445.94
1588,141306.7
1589,84146.21
1590,124339.125
1591,92924.234
1592,116783.305
1593,119105.22
1594,127426.68
1595,133845.5
1596,218802.17
1597,180504.28
1598,193009.66
1599,167495.2
1600,165032.4
1601,47810.87
1602,102380.6
1603,78841.65
1604,245313.14
1605,226808.38
1606,153610.77
1607,169649.69
1608,235603.75
1609,196901.25
1610,161264.78
1611,158992.36
1612,183123.27
1613,172058.16
1614,103738.86
1615,73875.97
1616,63296.7
1617,72370.516
1618,106894.48
1619,135395.84
1620,180113.9
1621,129594.02
1622,144132.33
1623,247850.77
1624,215386.73
1625,102341.09
1626,186648.47
1627,180930.55
1628,250010.42
1629,177808.7
1630,263494.28
1631,201558.05
1632,215000.22
1633,165568.19
1634,192116.2
1635,177523.89
1636,165128.34
1637,206007.06
1638,198866.36
1639,191644.47
1640,211090.83
1641,184205.44
1642,240856.64
1643,229907.9
1644,225534.02
1645,209257.75
1646,164840.6
1647,157794.94
1648,131097.34
1649,134585.66
1650,110608.92
1651,118705.53
1652,93803.84
1653,94696.96
