Id,SalePrice
1461,112500
1462,179400
1463,213490
1464,213490
1465,213490
1466,213490
1467,159895
1468,213490
1469,213490
1470,112500
1471,213490
1472,75500
1473,75500
1474,75500
1475,75500
1476,213490
1477,173733
1478,213490
1479,213490
1480,350000
1481,213490
1482,213490
1483,159895
1484,213490
1485,213490
1486,213490
1487,213490
1488,213490
1489,173733
1490,213490
1491,213490
1492,179400
1493,159895
1494,213490
1495,213490
1496,213490
1497,213490
1498,179400
1499,147400
1500,173733
1501,179400
1502,173733
1503,213490
1504,213490
1505,213490
1506,350000
1507,213490
1508,179400
1509,179400
1510,112500
1511,112500
1512,159895
1513,179400
1514,75500
1515,179400
1516,179400
1517,213490
1518,213490
1519,159895
1520,179400
1521,179400
1522,179400
1523,179400
1524,179400
1525,179400
1526,179400
1527,179400
1528,179400
1529,109900
1530,167000
1531,179400
1532,99900
1533,179400
1534,75500
1535,75500
1536,179400
1537,153000
1538,179400
1539,179400
1540,179400
1541,179400
1542,75500
1543,179400
1544,75500
1545,85400
1546,75500
1547,179400
1548,75500
1549,75500
1550,75500
1551,179400
1552,179400
1553,75500
1554,75500
1555,179400
1556,179400
1557,75500
1558,75500
1559,179400
1560,179400
1561,75500
1562,159895
1563,112500
1564,213490
1565,75500
1566,213490
1567,179400
1568,213490
1569,153000
1570,159895
1571,75500
1572,167000
1573,213490
1574,99900
1575,213490
1576,213490
1577,159895
1578,179400
1579,213490
1580,213490
1581,159895
1582,179400
1583,213490
1584,213490
1585,75500
1586,114504
1587,112500
1588,99900
1589,75500
1590,75500
1591,75500
1592,179400
1593,179400
1594,179400
1595,75500
1596,179400
1597,179400
1598,213490
1599,213490
1600,213490
1601,75500
1602,75500
1603,94500
1604,213490
1605,213490
1606,213490
1607,213490
1608,213490
1609,167240
1610,173733
1611,112500
1612,213490
1613,159895
1614,75500
1615,75500
1616,75500
1617,75500
1618,159895
1619,112500
1620,213490
1621,75500
1622,179400
1623,213490
1624,213490
1625,179400
1626,213490
1627,213490
1628,213490
1629,213490
1630,213490
1631,213490
1632,213490
1633,213490
1634,213490
1635,179400
1636,159895
1637,213490
1638,213490
1639,213490
1640,179400
1641,213490
1642,213490
1643,213490
1644,213490
1645,213490
1646,159895
1647,159895
1648,159895
1649,139950
1650,109900
1651,159895
1652,75500
1653,92000
1654,179400
1655,92000
1656,75500
1657,179400
1658,213490
1659,92000
1660,159895
1661,213490
1662,213490
1663,213490
1664,213490
1665,213490
1666,213490
1667,213490
1668,213490
1669,213490
1670,213490
1671,213490
1672,350000
1673,213490
1674,213490
1675,213490
1676,213490
1677,213490
1678,213490
1679,213490
1680,213490
1681,213490
1682,213490
1683,213490
1684,213490
1685,213490
1686,213490
1687,213490
1688,213490
1689,213490
1690,213490
1691,213490
1692,213490
1693,213490
1694,213490
1695,213490
1696,213490
1697,213490
1698,213490
1699,350000
1700,213490
1701,179400
1702,213490
1703,213490
1704,213490
1705,213490
1706,213490
1707,195400
1708,159895
1709,213490
1710,213490
1711,213490
1712,159895
1713,213490
1714,159895
1715,213490
1716,159895
1717,159895
1718,159895
1719,213490
1720,213490
1721,159895
1722,159895
1723,159895
1724,167240
1725,213490
1726,179400
1727,213490
1728,175900
1729,92000
1730,179400
1731,109900
1732,99900
1733,94500
1734,109900
1735,109900
1736,139950
1737,213490
1738,213490
1739,213490
1740,213490
1741,213490
1742,179400
1743,179400
1744,213490
1745,213490
1746,213490
1747,213490
1748,179400
1749,139950
