Id,SalePrice
1461,-inf
1462,-inf
1463,-inf
1464,-inf
1465,-3.1601402e+38
1466,-inf
1467,-inf
1468,-inf
1469,-inf
1470,-inf
1471,-3.1472235e+38
1472,-6.475231e+36
1473,-6.3908187e+36
1474,-7.756916e+36
1475,-7.3790956e+36
1476,-inf
1477,-inf
1478,-inf
1479,-inf
1480,-inf
1481,-inf
1482,-inf
1483,-inf
1484,-8.2124966e+36
1485,-inf
1486,-inf
1487,-inf
1488,-inf
1489,-inf
1490,-inf
1491,-inf
1492,-inf
1493,-inf
1494,-inf
1495,-inf
1496,-8.652392e+36
1497,-8.553475e+36
1498,-7.7442575e+36
1499,-7.7317674e+36
1500,-8.1535654e+36
1501,-8.130126e+36
1502,-8.526871e+36
1503,-inf
1504,-inf
1505,-inf
1506,-inf
1507,-inf
1508,-inf
1509,-inf
1510,-inf
1511,-inf
1512,-inf
1513,-inf
1514,-inf
1515,-inf
1516,-inf
1517,-inf
1518,-inf
1519,-inf
1520,-inf
1521,-inf
1522,-inf
1523,-inf
1524,-inf
1525,-inf
1526,-inf
1527,-inf
1528,-inf
1529,-inf
1530,-inf
1531,-6.532331e+36
1532,-5.6487785e+36
1533,-3.1385118e+38
1534,-3.131792e+38
1535,-inf
1536,-inf
1537,-inf
1538,-inf
1539,-inf
1540,-inf
1541,-inf
1542,-3.130921e+38
1543,-inf
1544,-5.779159e+36
1545,-3.1302273e+38
1546,-3.1333615e+38
1547,-3.1299746e+38
1548,-3.1331033e+38
1549,-3.1343044e+38
1550,-3.1340024e+38
1551,-3.1334187e+38
1552,-inf
1553,-inf
1554,-7.250031e+36
1555,-inf
1556,-inf
1557,-inf
1558,-3.139238e+38
1559,-3.1265967e+38
1560,-3.1452847e+38
1561,-inf
1562,-inf
1563,-inf
1564,-inf
1565,-inf
1566,-inf
1567,-inf
1568,-inf
1569,-inf
1570,-inf
1571,-inf
1572,-inf
1573,-inf
1574,-inf
1575,-inf
1576,-inf
1577,-inf
1578,-inf
1579,-inf
1580,-inf
1581,-inf
1582,-inf
1583,-inf
1584,-inf
1585,-8.007834e+36
1586,-inf
1587,-inf
1588,-inf
1589,-inf
1590,-3.1393493e+38
1591,-3.1244673e+38
1592,-6.600499e+36
1593,-inf
1594,-inf
1595,-inf
1596,-inf
1597,-inf
1598,-inf
1599,-7.730532e+36
1600,-7.7347495e+36
1601,-inf
1602,-inf
1603,-inf
1604,-9.108473e+36
1605,-inf
1606,-inf
1607,-inf
1608,-inf
1609,-inf
1610,-inf
1611,-inf
1612,-inf
1613,-inf
1614,-6.903217e+36
1615,-5.868405e+36
1616,-5.788983e+36
1617,-6.794788e+36
1618,-3.1371073e+38
1619,-inf
1620,-inf
1621,-inf
1622,-inf
1623,-inf
1624,-inf
1625,-inf
1626,-inf
1627,-inf
1628,-inf
1629,-inf
1630,-inf
1631,-inf
1632,-inf
1633,-inf
1634,-inf
1635,-inf
1636,-inf
1637,-inf
1638,-inf
1639,-inf
1640,-inf
1641,-inf
1642,-3.1589528e+38
1643,-inf
1644,-inf
1645,-inf
1646,-inf
1647,-inf
1648,-inf
1649,-inf
1650,-3.1371545e+38
1651,-inf
1652,-6.560329e+36
1653,-6.712256e+36
1654,-7.781888e+36
1655,-7.564164e+36
1656,-7.5761747e+36
1657,-7.6246743e+36
1658,-7.648207e+36
1659,-7.503756e+36
1660,-inf
1661,-inf
1662,-inf
1663,-inf
1664,-inf
1665,-inf
1666,-inf
1667,-inf
1668,-inf
1669,-inf
1670,-inf
1671,-inf
1672,-inf
1673,-inf
1674,-inf
1675,-3.1629647e+38
1676,-3.1608732e+38
1677,-inf
1678,-inf
1679,-inf
1680,-inf
1681,-3.163882e+38
1682,-inf
1683,-9.5113903e+36
1684,-inf
1685,-inf
1686,-8.4104383e+36
1687,-inf
1688,-inf
1689,-inf
1690,-inf
1691,-inf
1692,-inf
1693,-inf
1694,-inf
1695,-inf
1696,-inf
1697,-inf
1698,-inf
1699,-inf
1700,-inf
1701,-inf
1702,-inf
1703,-inf
1704,-inf
1705,-inf
1706,-inf
1707,-inf
1708,-inf
1709,-inf
1710,-inf
1711,-inf
1712,-inf
1713,-inf
1714,-inf
1715,-inf
1716,-inf
1717,-inf
1718,-inf
1719,-inf
1720,-inf
1721,-inf
1722,-inf
1723,-inf
1724,-inf
1725,-inf
1726,-inf
1727,-inf
1728,-inf
1729,-inf
1730,-inf
1731,-inf
1732,-inf
1733,-inf
1734,-inf
1735,-inf
1736,-inf
1737,-inf
1738,-inf
1739,-9.060665e+36
1740,-9.055077e+36
1741,-8.596985e+36
1742,-8.1132256e+36
1743,-8.5647995e+36
1744,-inf
1745,-inf
1746,-inf
1747,-inf
1748,-inf
1749,-inf
1750,-inf
1751,-inf
1752,-inf
1753,-inf
1754,-inf
1755,-inf
1756,-inf
1757,-inf
1758,-inf
1759,-inf
1760,-inf
1761,-inf
1762,-inf
1763,-inf
1764,-inf
1765,-inf
1766,-inf
1767,-inf
1768,-inf
1769,-inf
1770,-inf
1771,-inf
1772,-inf
1773,-inf
1774,-inf
1775,-inf
1776,-inf
1777,-inf
1778,-inf
1779,-inf
1780,-inf
1781,-inf
1782,-3.1298232e+38
1783,-inf
1784,-inf
1785,-inf
1786,-inf
1787,-inf
1788,-3.120962e+38
1789,-inf
1790,-inf
1791,-inf
1792,-inf
1793,-inf
1794,-inf
1795,-inf
1796,-inf
1797,-inf
1798,-inf
1799,-inf
1800,-inf
1801,-inf
1802,-inf
1803,-inf
1804,-inf
1805,-inf
1806,-6.5323455e+36
1807,-inf
1808,-inf
1809,-inf
1810,-3.141118e+38
1811,-inf
1812,-inf
1813,-3.132451e+38
1814,-inf
1815,-3.1224905e+38
1816,-inf
1817,-inf
1818,-inf
1819,-6.9039725e+36
1820,-5.2859734e+36
1821,-3.1363755e+38
1822,-inf
1823,-inf
1824,-3.137821e+38
1825,-6.707345e+36
1826,-3.1355181e+38
1827,-3.128001e+38
1828,-3.1320835e+38
1829,-inf
1830,-inf
1831,-inf
1832,-6.094883e+36
1833,-3.1416862e+38
1834,-3.137648e+38
1835,-3.1316359e+38
1836,-3.1335643e+38
1837,-3.1222607e+38
1838,-inf
1839,-6.111514e+36
