Id,SalePrice
1461,108202.47
1462,158233.69
1463,178481.83
1464,187981.73
1465,182216.23
1466,179497.58
1467,172653.97
1468,168470.58
1469,200504.95
1470,102104.75
1471,180220.25
1472,72884.04
1473,73808.6
1474,139486.98
1475,88659.63
1476,324773.28
1477,252608.03
1478,291115.53
1479,289619.4
1480,350632.12
1481,299440.6
1482,224282.89
1483,186822.06
1484,181774.27
1485,191009.5
1486,207011.16
1487,287823.22
1488,239907.11
1489,207821.3
1490,233076.19
1491,203831.78
1492,100389.15
1493,198373.16
1494,273555.1
1495,271368.25
1496,233422.69
1497,179976.98
1498,158736.62
1499,161686.0
1500,153036.05
1501,175271.94
1502,143494.81
1503,258683.72
1504,240130.33
1505,232794.67
1506,202861.67
1507,237540.1
1508,199742.56
1509,158293.52
1510,150659.02
1511,146308.03
1512,170707.75
1513,124355.23
1514,175942.78
1515,196585.0
1516,144828.1
1517,174368.05
1518,139468.34
1519,209810.92
1520,130103.24
1521,126089.19
1522,183967.72
1523,99658.73
1524,84360.46
1525,101525.445
1526,89479.09
1527,106644.18
1528,125214.445
1529,141565.92
1530,201422.3
1531,153307.2
1532,108600.664
1533,159629.88
1534,112375.836
1535,157625.83
1536,101612.97
1537,84867.68
1538,155491.75
1539,186739.02
1540,131011.92
1541,133695.78
1542,132958.05
1543,181387.47
1544,78558.125
1545,91174.78
1546,135097.34
1547,127676.57
1548,113370.82
1549,105762.13
1550,136726.2
1551,114440.13
1552,160111.69
1553,154944.7
1554,96812.58
1555,188004.52
1556,111749.22
1557,93944.586
1558,71343.39
1559,111123.15
1560,146589.05
1561,139452.95
1562,130250.85
1563,97891.87
1564,158493.97
1565,135768.89
1566,246968.25
1567,63166.28
1568,230953.28
1569,128008.49
1570,124756.016
1571,103300.61
1572,129821.56
1573,221980.84
1574,114107.09
1575,215202.11
1576,229675.9
1577,194511.64
1578,137240.94
1579,146532.55
1580,192349.08
1581,154094.3
1582,134882.69
1583,279801.06
1584,238141.62
1585,146956.75
1586,45353.79
1587,72292.05
1588,138561.19
1589,75251.1
1590,118639.086
1591,93084.77
1592,119561.55
1593,115633.195
1594,130390.39
1595,138454.61
1596,227389.11
1597,185858.66
1598,189683.8
1599,170919.42
1600,169446.03
1601,38781.293
1602,98598.16
1603,70390.945
1604,255730.92
1605,232807.69
1606,148032.33
1607,169708.58
1608,242759.48
1609,206339.42
1610,164399.77
1611,160207.08
1612,189214.25
1613,175141.17
1614,90890.06
1615,65565.9
1616,54734.97
1617,56012.312
1618,100564.95
1619,133181.02
1620,186283.81
1621,129115.02
1622,143415.48
1623,256979.52
1624,220269.92
1625,94793.04
1626,186972.27
1627,180675.03
1628,260323.73
1629,175329.48
1630,271821.8
1631,201734.03
1632,213687.75
1633,167905.98
1634,191955.2
1635,178919.4
1636,162305.36
1637,206331.62
1638,200546.33
1639,188501.88
1640,212688.84
1641,184291.86
1642,250490.8
1643,235414.83
1644,228872.81
1645,208814.97
1646,166160.61
1647,155142.9
1648,129010.92
1649,129592.19
1650,105750.13
1651,115396.64
1652,80705.38
1653,81326.62
1654,148090.92
1655,115105.65
1656,135463.89
1657,148220.92
1658,147038.03
1659,90767.445
1660,153572.53
1661,344807.06
1662,307770.03
1663,321425.97
1664,364220.53
1665,287650.34
1666,312008.0
1667,312051.7
1668,316118.5
1669,283473.78
1670,313289.22
1671,276261.66
1672,325445.06
1673,281950.62
1674,253686.83
1675,216184.89
1676,225943.73
1677,227962.77
1678,347636.28
1679,325861.03
1680,299968.88
1681,253335.97
1682,294042.72
1683,200790.8
